,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Reviewer_ID,Asin,Reviewer_Name,Overall,Review_time,Review_Text,Summary,Category,Brand,Title,Rank,bookType,AvgRating
774,94477,94477,163744,A2W40KCSVH5Q1G,0061998540,"Adele Montrose ""fluter""",1.0,2012,"I was mislead with the title.  It seems as though the author sat in a study and came up with a very poorly executed, disjointed story that has more to do with the author than it does with the city of Paris.  Just because you live in Paris doesn't mean readers want to know about the author, they want to know about the city in a smoothly written format.  I feel this author has too high an opinion of himself based on what he chooses to write about and disclose.  For me this book is a big missed opportunity by the author.  He had the ability to write a great book based on the idea of a walk in Paris, only he chose to focus on facts and memories that I found distracting.  I am glad to see I am not the only other reader who feels this way as evidence by some of the other reviews.",Author loses readers in a book that pertains more to the author than to paris,Travel,Visit Amazon's John Baxter Page,The Most Beautiful Walk in the World: A Pedestrian in Paris,133287.0,hardcover,3.75
875,166504,166504,163766,A2Y8RRGV1VYJ24,0061998540,KindleEuroReader,5.0,2013,No it is NOT a guide book ...But a collection of personal stories from a life in Paris.Great writing!,Great book on Paris,Travel,Visit Amazon's John Baxter Page,The Most Beautiful Walk in the World: A Pedestrian in Paris,133287.0,hardcover,3.75
974,234762,234762,163756,A36ULBFEJ6RGYM,0061998540,C. Gottlieb,5.0,2014,"This is not a guide book or a compilation of various walks in Paris, but yet walking within the heart and soul of the city. This author seems to understand what makes this a sensational city. Why expats like himself stay on. He has wonderful stories to tell about places, people and events. It is a history lesson, a visual experience, a culinary experience and book of French etiquette all wrapped into one. I am living vicariously through John Baxter. I feel as though I'm strolling along with him in Paris as he is pointing out the scenes and sights, the history of a certain item or event all from my arm chair. I am so there! There is something magical about visiting Paris and after reading now 2 of his books, I know why I have such an infatuation with this city. As many times as I have visited, there is always more that intrigues me, more that I have to see and taste. Thank You Mr. Baxter!",I'm Loving this Author,Travel,Visit Amazon's John Baxter Page,The Most Beautiful Walk in the World: A Pedestrian in Paris,133287.0,hardcover,3.75
676,57694,57694,162384,A2CLTDB86F2QKH,0061997102,Bonnie Colvert,5.0,2011,"Following Atticus is one of the best books I have read this year.  I was fortunate enough to read the ARC back at the end of June.  I had been as excited for the release date as Mr. Ryan was.  I laughed, cried, just felt wonderful reading this story of Tom Ryan and his little dog Atticus M. Finch.  They have climbed mountains together in good weather and bad.  Just simply amazing the relationship between the two.  I am a dog lover, I have three myself, but we have never had journey's like Tom and Atticus!",Wonderful Amazing Story!,Travel,Partners/West Book Distribution,"Following Atticus - Forty-Eight Peaks, One Little Dog and an Extraordinary Friendship",190777.0,hardcover,5.0
768,94597,94597,361813,A316XO4RWX21YN,0143120255,onestopnyc,5.0,2012,"I lived two summers in Paris and I now live in New York, I love the illustrations and comparisons between the two cities, it's a cute, clever book, a great gift to anyone or to yourself.",I LOVE it. Well done,Travel,Visit Amazon's Vahram Muratyan Page,Paris versus New York: A Tally of Two Cities,51020.0,hardcover,3.33
868,166679,166679,361810,A4TVX5141Y2TG,0143120255,"Douglas Groothuis ""Douglas Groothuis""",1.0,2013,"I thought this was a book of writing. It is not. It is a book of bad art and one-liners. I am sending it back and am sorry I have to pay for shipping.If this is supposed to be hip, I'm out. What a waste.",What?,Travel,Visit Amazon's Vahram Muratyan Page,Paris versus New York: A Tally of Two Cities,51020.0,hardcover,3.33
969,234872,234872,361812,A1BM7PS1KIBVRL,0143120255,"M. Surani ""Author of The Silent Treatment""",4.0,2014,"We have this book at my salon because it's located in New York, and my boss is from Paris. On a particularly slow day, I cracked this baby open and read it cover-to-cover (which was easy,  because it's literally all illustrations).Never once does the author try to say one city is better than the other, it's simply a comparison. He also has these illustrations on his blog.",Beautiful artwork,Travel,Visit Amazon's Vahram Muratyan Page,Paris versus New York: A Tally of Two Cities,51020.0,hardcover,3.33
775,94685,94685,441224,A2JE29TQJTZE54,0306811804,"MJ ""mj""",5.0,2012,Beautiful and complex city (often overlooked) described by Morris in characteristic loving detail.  Read it again before my first trip to Trieste (was inspired years ago by this book) and found it absolutely pitch-perfect match for mood of city.,must read for travel and history fans of region,Travel,Visit Amazon's Jan Morris Page,Trieste And The Meaning Of Nowhere,152675.0,hardcover,4.67
876,166827,166827,441223,A36CCO648K20C6,0306811804,Jeff Commissaris,4.0,2013,"Jan Morris writes with the authority and vivid declaration of someone that has traveled to Trieste many times.  Her writing is colourful and some of the characters make the book what it is-- not just entertaining, and goes beyond the usual surface layers.  Trieste has been cosmopolitan in the truest sense-- Austrian, Italian, Turkish, Slavic, once Roman, once German-occupied, Jewish-- it is a melting pot and a  place in Europe that has become its' very own melting pot culture, and I'd really like to visit this place after reading this book.  The author's story telling, history and writing are truly never dull.A quote by the author:&#34;What is race?  God knows.  Even the world is ambiguous.  Is a race ever the same as a nation?  Can a nation be multi-racial?  Can a race be defined by language?  Can it be acquired?  Does it depend upon colour?  Is it affected by culture?  How does patriotism apply to race?....&#34; - Jan Morris.Jan Morris ponders these type of intriguing questions, sprinkled throughout the book.",Trieste seems like a compelling place that I never knew about before reading this book.,Travel,Visit Amazon's Jan Morris Page,Trieste And The Meaning Of Nowhere,152675.0,hardcover,4.67
975,234946,234946,441222,A1TBOM3Z20VPLB,0306811804,"GabyD ""GabyD""",5.0,2014,"Jan Morris's book is a reflective, sometimes sad, but always revealing look at the mysteries of Trieste, a unique multicultural city. My family comes from that area, from Istria, and it was fascinating to see the city through the eyes of a foreigner who'd fallen under its spell. When people ask me what Trieste is like, I find it hard to describe. Morris has come closest to getting it right, in a way that's loving and mournful at the same time.",incantevole,Travel,Visit Amazon's Jan Morris Page,Trieste And The Meaning Of Nowhere,152675.0,hardcover,4.67
